,tweet,class
5589,"b""It 's `` Brits Out - Everyone Else In '' with them .""",noHate
5590,"b'We need to deport all nonwhites immediately , that or stop letting more in and sterilize the ones here , that will fix the problem .'",hate
5591,b'Your right the white race will have to fight or go under.For the Irish goverment dont piss down our backs and tell us its raining .',noHate
5592,b'Good post my friend .',noHate
5593,b'What I am saying is we need a homeland the western half of Canada could do for the start but I also agree Europe needs to saved as well but we have to secure a homeland here first before we could change anything on a global level .',noHate
5594,b'Have you ever gave hard knocks better than you got them ?',noHate
5595,"b""Hey, I live in Illinois not too far from you. i 'm always trying to find new friends and people to hang out with , some email me sometime""",noHate
5596,b'They were stopped by army patrols .',noHate
5597,"b""If you 've not had the chance to check it out , you might find this site of some interest .""",noHate
5598,b'Then your gonna see what hell is like .',noHate
5599,"b""Shakespeare 's Globe - a reconstruction Highclere castle Gloucester cathedral Winchester Cathedral St. Paul 's Cathedral""",noHate
5600,"b""Not this again . As far as I 'm concerned , it 's just a photo of inmates burning clothes of typhus victims , not corpses .""",noHate
5601,"b'Is it Hansel and Gretel , where the clever young German kids throw the evil old witch into her own oven and cook her ?'",noHate
5602,"b""I 'm concerned because it 's japanese culture insinuating itself into American culture .""",noHate
5603,b'14/88',noHate
5604,b'This Islamisation is going on all over Europe. but we can object .',noHate
5605,b'I have a goatee its clean and short but I used to have a long beard but got sick of it pretty fast',noHate
5606,b'My prayers go out for the grieving families of those who perished ... What a terrible tragedy ... God have mercy on the souls of those who have left this earth .',noHate
5607,b'Excellent Korefan !',noHate
5608,b'18 times in the last 20 years 9 times in 130 years ....',noHate
5609,"b'Oh look , Al Qaeda is now over there .'",noHate
5610,b'If you are not registered I think that maybe you will not be able to see this .',noHate
5611,b'Read the earlier posts and see that there are still lots of non-whites coming to Denmark .',noHate
5612,"b""Amen brother ..... you did say it like you been there ... they talk crap and if you show fear they 'll be on ya fast .""",noHate
5613,"b'You use your handgun , to fight back to your shotgun !'",noHate
5614,b'1488',noHate
5615,"b""Should n't they be fluffing your pillows and feeding you grapes while they watch that football game ??""",noHate
5616,"b'Blacks and mexicans were represented thoroughly. do yourselves a favor , shoot your t.v. !'",hate
5617,"b""But it 's a lot cheaper than taking a bullet to the vitals .""",noHate
5618,"b""It's just the stupid ones who are copying Miley Cyrus like the one who caught on fire .""",noHate
5619,b'Thank you for the update .',noHate
5620,"b""These UPA-American scums are welcome to stop by my house I have a surprise Sorry I 'm not in Donetsk yet , just matter of time `` https : //www.facebook.com/TruthfromUkraine ? fref = photo""",noHate
5621,b'They also threatened to throw me out of the country .',noHate
5622,b'All i have to say is none of this crap that is happening in the world is going to change unless people on a large scale actually stand up and say no we have had enough and drag the scum in the streets and deal with them in a most violent way .',hate
5623,b'US-based Human Rights Watch says thousands have been raped by rebels and soldiers in the past six months .',noHate
5624,"b""I'm not sure if these people are in your area , but they 're in PA : American Nationalist Union P.O. Box 426 Allison Park , PA 15101 http://www.anu.org/""",noHate
5625,b'My nose has been broken a few times haha .',noHate
5626,b'Pride of race or government .',noHate
5627,b'Justice for Emily',noHate
5628,b'I just know about that one because about a year ago there was an article about their smut that I passed onto my friend who has a grade school aged son .',noHate
5629,"b'There are only eight people living within a mile of my house , and none closer than a quarter-mile .'",noHate
5630,"b'As I have say , they do not think their acts as humans do .'",noHate
5631,b'Thank you very much for your contribution !',noHate
5632,"b""Lions , Tigers , Cheetahs , etc are all cats but they ai n't the same .""",noHate
5633,b'Markus Riikonen http://www.angelfire.com/hi5/himalajafoundation 32',noHate
5634,b'Those who do not keep slaves to clean their toalets will see their children multiply and happily exist in thir own countries .',noHate
5635,"b""It is like they would bleach their hair blonde and bleach their skin `` White '' , speak English , etc but still they would torment others with their Black characteristics .""",hate
5636,"b""Check this video out SF ' we must welcome Africans with open arms they have every right to be in Ireland ' .""",noHate
5637,b'It is great to see one of the leaders of one of the top pro-White organizations in the world come onto Stormfront .',noHate
5638,b'All I see is slippage as we fall farther and farther behind .',noHate
5639,b'This article should reinforce in our minds WHAT we are dealing with .',noHate
5640,"b""Let 's keep fights under one roof over there and keep this one fight free .""",noHate
5641,b'As kids they watch leftie music shows kids tv shows etc .',noHate
5642,"b'Only the best bowmen could draw the 200lb bows , they were like the Barretts of their day .'",noHate
5643,b'American Media appears to have a blackout on these developments .',noHate
5644,"b'I feel as though this border should be much , much further south .'",noHate
5645,b'I believe that Ireland needs a WN party and quite quickly after the amount of non whites that I seen while in Dublin .',noHate
5646,"b""I 've seen negroes who look ( and undoubtedly act ) like him .""",hate
5647,"b'We did not evolve from Homo Sapiens ; quite the contrary , we retained our intelligence in spite of them .'",noHate
5648,"b'You need some white culture , and a dictionary .'",noHate
5649,b'The song Comfortably Numb is from Pink Floyd .',noHate
5650,b'I finally heard back from the Child Development today .',noHate
5651,b'All that stuff makes for Good TV ........ The shows Great and keep you on Pins and Needles .',noHate
5652,"b""If her eyes linger ................................... she 's yours .""",noHate
5653,"b""It 's amazing how stupid liberals are , even after being nearly murdered for being white Mr. Begley is still a ridiculous * * * * * * -loving fool .""",hate
5654,b'It was good to meet you and have some decent conversation',noHate
5655,"b""You AREN' T White :""",hate
5656,"b""Also it 's NOT genocide. stop calling it that .""",noHate
5657,b'I hope you respond .',noHate
5658,b'Nothing quite like watching stupid white people in action .',noHate
5659,b'Not fun .',noHate
5660,"b'Thanks to the imported filth that , like our land under its current occupation .'",hate
5661,"b'Lumberton , Texas in Hardin County .'",noHate
5662,b'Try experiencing what a couple of pounds of steel to the face feels like .',noHate
5663,b'I had to start a new thread seeing as this thread was no longer functioning properly .',noHate
5664,"b""They do this with criminals who ought to be in jail , they put tracking bracelets on them and the smart ones cut them off before they rape and rob , the dumb ones do n't care and just leave them on .""",noHate
5665,"b'I am 1,96 meters tall , and I can pass as a Norwegian or Danish guy .'",noHate
5666,"b'Minister asks YouTube to remove video directing anti-Semitic abuse at him Minister asks YouTube to remove video directing anti-Semitic abuse at him - The Irish Times - Fri , Mar 30 , 2012 Alan Shatter - Jewish Nation-Wrecker - YouTube'",noHate
5667,b'Just lay of the crack and ecstasy .',noHate
5668,b'If it takes double a batteries it will always run .',noHate
5669,b'Did you see anything other than white faces in that non racially edited video ?',noHate
5670,b'Protesting at a funeral ?',noHate
5671,"b'I agree , it is about time to stop this , it is the same story every time and nothing good will come from it .'",noHate
5672,"b""Well, lets just hope she does n't get thrown onto the same pyre that she wants to burn antisemitic books on .""",noHate
5673,b'You need to ask this when the Obama Administration instructed the IRS to target conservatives ?',noHate
5674,b'I guess 3 times is the magic number .. then they think they get their asses handed to them .. same with bloody Mary also .',noHate
5675,b'Thanks for all the great replies its very helpful .',noHate
5676,b'Let alone 6 of them .',noHate
5677,b'Back to where ya came from !',hate
5678,b': P + from someone else to Csabi : `` So according to Csabi romanians listen to hungarian music ?',noHate
5679,"b""It's sort of like the Black computer genius that only appears with any ubiquity on television or in the cinema .""",noHate
5680,b'David ( SS )',noHate
5681,b'K',noHate
5682,b'I going to get homeschooled tired of looney lefty teachers and the negroes',hate
